Date,Day of Week,flow_type_LPW_to_HPM,total_od_flow_LPW_to_HPM,total_do_flow_LPW_to_HPM,total_flow_LPW_to_HPM,origin_total_flow_LPW_to_HPM,flow_share_LPW_to_HPM,log_flow_share_LPW_to_HPM
2019/7/27,Saturday,LPW_to_HPM,1285.0,1430.0,2715.0,49959.0,0.0257210912948617,-3.660443950697064
2019/7/28,Sunday,LPW_to_HPM,1136.0,1170.0,2306.0,44692.0,0.0254184194039201,-3.672281194386135
2019/7/29,Monday,LPW_to_HPM,1384.0,1391.0,2775.0,53786.0,0.025731603019373,-3.660035353060045
2019/7/30,Tuesday,LPW_to_HPM,1360.0,1415.0,2775.0,55087.0,0.0246882204512861,-3.7014290539097017
2019/7/31,Wednesday,LPW_to_HPM,1431.0,1479.0,2910.0,56238.0,0.0254454283580497,-3.6712191844180895
2019/8/1,Thursday,LPW_to_HPM,1459.0,1446.0,2905.0,57748.0,0.0252649442404931,-3.6783374472269226
2019/8/2,Friday,LPW_to_HPM,1453.0,1624.0,3077.0,58427.0,0.0248686394988618,-3.694147727172145
2019/8/3,Saturday,LPW_to_HPM,1289.0,1524.0,2813.0,50517.0,0.0255161628758635,-3.668443189339234
2019/8/4,Sunday,LPW_to_HPM,1022.0,1225.0,2247.0,44465.0,0.0229843697290003,-3.772940871070092
2019/8/5,Monday,LPW_to_HPM,1385.0,1484.0,2869.0,54102.0,0.0255997929836235,-3.665171014106524
2019/8/6,Tuesday,LPW_to_HPM,1424.0,1368.0,2792.0,56076.0,0.0253941079962907,-3.673238100516508
